Reference_ID,Title,Author,Paragraph_N,Content,Topic
4749,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,18,"
In total, 19 patients, five bilateral perfusions, experienced a grade 3 ( _n_ = 24) or grade 4 toxicity ( _n_ = 1) during the
first 90 postoperative days. This 90-day morbidity consisted of
cardiac grade 3 ( _n_ = 1, 2%), respiratory grade 3 ( _n_ = 21, 42%)
and grade 4 ( _n_ = 1, 2%), gastrointestinal grade 3 ( _n_ = 1, 2%),
and bleeding grade 3 ( _n_ = 1, 2%).

",ExtraHepaticMetastases
4750,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,19,"
Lung function data showed a decrease in vital capacity, total lung capacity, forced expiratory volume in 1 second,
and diffusing capacity of the alveolocapillary membrane of
22.3%, 18.8%, 21.6%, and 25.8% after 1 month, and 7.9%,
11.1%, 10.4%, and 11.3% after 12 months, respectively, compared with preoperative values (Fig. 2).

",ExtraHepaticMetastases
4751,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,20,"
There was a significant better OS for patients with CRC
metastases compared with sarcoma ( _p_ < 0.01). Gender did not
influence OS ( _p_ = 0.43). No difference was found for patients
with a DFI of more than 36 months compared with patients
with a DFI less than or equal to 36 months ( _p_ = 0.43). Patients
with less than or equal to two PM had a significant better OS
( _p_ = 0.02) compared with patients with more than two PM. No
significant difference was found between patients with unilateral or bilateral PM ( _p_ = 0.06). The history of treated liver,
abdominal wall, or adnexa metastases in patients with CRC
PM did not influence OS after ILuP.

",ExtraHepaticMetastases
4752,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,21,"
The DFS was not different between patients with CRC
metastases and sarcoma ( _p_ = 0.15). Female patients did it better compared with males ( _p_ = 0.02). A DFI of more than 36
months resulted in a better DFS compared with a DFI less
than or equal to 36 months ( _p_ = 0.01). Patients with less than
or equal to two PM had a significant better DFS compared
with more than two PM ( _p_ < 0.01). No significant difference
was found between patients with unilateral or bilateral PM
( _p_ = 0.06). The history of treated liver, abdominal wall, or
adnexa metastases in patients with CRC lung metastases did
not influence DFS after ILuP.

",ExtraHepaticMetastases
4753,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,22,"
Multivariate analysis was performed for OS and DFS
with the following variables: gender, age, tumor type, DFI,
and number of metastases in one lung.
Regarding OS, patients with sarcoma PM had a significant lower survival compared with CRC ( _p_ < 0.01) with
a hazard ratio of 5.20 (95% CI, 1.69–15.95). Patients with
more than 2 PM in one lung had a significant lower chance
of survival in comparison to less than or equal to two PM in
one lung ( _p_ = 0.02) with a hazard ratio of 4.85 (95% CI, 1.23–
19.12). No other variables were found to be significant.
Regarding DFS, males had a lower DFS in comparison
to females ( _p_ = 0.03) with a hazard ratio of 2.70 (95% CI,
",ExtraHepaticMetastases
4754,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,23," . Kaplan–Meier overall survival curve for all 1.08–6.77). Patients with more than two PM in one lung had
patients. a significant lower DFS in comparison to less than or equal to

",ExtraHepaticMetastases
4755,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,24,"

All patients 57% ± 9% 44 (30–58) 36% ± 8% 16 (7–25) 79% ± 6% NR
CRC 62% ± 13% NR 41% ± 11% 21 (2–40) 72% ± 8% NR
Sarcoma 48% ± 12% 30 (8–51) 27% ± 10% 8 (6–10) 90% ± 7% 44 (11–77)

_a_ Months.
OS, overall survival; MST, median survival time; CI, confidence interval; DFS, disease-free survival; TTP, time to progression; PPFS, pulmonary progression-free survival; TTLPP,
time to local pulmonary progression; CRC, colorectal cancer; NR, not reached.

",ExtraHepaticMetastases
4756,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,25,"

No. of patients 7 10 3 4
% of total patients 14% 20% 6% 4% 2% 6% 8%
% of total recurrence 23% 33% 10% 7% 3% 10% 13%

",ExtraHepaticMetastases
4757,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,26," . Postoperative lung function compared
with the preoperative value (100%). VC, vital
capacity; FEV1, forced expiratory volume in 1 second; DLCO, diffusing capacity of the alveolocapillary membrane; TLC, total lung capacity.

two PM in one lung ( _p_ < 0.01) with a hazard ratio of 3.64 (95%
CI, 1.40–9.42). No other variables were significant.

",ExtraHepaticMetastases
4758,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,27,"
This article reports the results of the first prospective
multicenter phase II clinical trial treating patients with resectable PM from CRC and sarcoma with a lung metastasectomy
combined with ILuP. This trial was organized because the
phase I trial showed that the combination of a resection of PM
through thoracotomy and ILuP was safe and feasible up to a
dose of melphalan of 45 mg at a temperature of 37°C in all
participating centers. [21,29]
One of the goals of this trial was the confirmation of the
safety of this technique at the chosen dose of melphalan of
45 mg perfused at a temperature of 37°C and to evaluate local

pulmonary control and DFS after thoracotomy with pulmonary metastasectomy combined with ILuP.
The 90-day morbidity in this study only showed wellknown postoperative complications, which are also not uncommon after a routine thoracotomy with metastasectomy without
ILuP, whereas we did not encounter any procedural mortality
or excess morbidity compared with historical controls. [2,3,31,32]
Therefore, the combination of a thoracotomy with ILuP suggests no increased risk in 90-day morbidity as compared with
a metastasectomy without ILuP. In addition, two other parameters showed no additional negative effect of adding ILuP to
a thoracotomy. First, the decrease in lung function stabilized
in time and even slightly improved showing no long-term pulmonary toxicity of the ILuP procedure. These data are in line
with the lung function data found in the initial phase I study. [30]
Second, no difference in quality of life was found between

_Copyright © 2014 by the International Association for the Study of Lung Cancer_ ",ExtraHepaticMetastases
4759,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,28,"

_den Hengst et al._ _Journal of Thoracic Oncology_ [®] - Volume 9, Number 10, October 2014

a standard thoracotomy with metastasectomy compared with
thoracotomy with metastasectomy and ILuP. [33] These results
confirm that the combination of ILuP with metastasectomy is
a safe procedure.
This trial strongly suggests an additional positive effect
of an ILuP procedure compared with a thoracotomy-only
strategy because of the low percentage (only 23%) of local
pulmonary recurrent disease. Numbers known from the current international literature are higher, 43% for CRC and 66%
for sarcoma, [1] but this is also true for our own historical series,
50% and 56%, respectively. [15] There are only few studies that
report PPFS or TTLPP with a PPFS of 3 years of 49% [8] and
a TTLPP of 19.4 months, [2] both for CRC. In our study, the
3-year PPFS was 72% ± 8%, and the median TTLPP was not
reached for CRC.
This is the first time that such a substantial improvement
in local pulmonary control is demonstrated in an ILuP trial
but has to be confirmed in subsequent trials, preferentially a
randomized trial between thoracotomy only and thoracotomy
with ILuP.
In the literature, the median TTP ranged from 13 to 26
months, [4,5,34] MST from 31 to 72 months, [4,5,34] 3-year OS from
56% to 78%, [5,35–37] and 3-year DFS from 28% to 44% [4,36] for
CRC. For sarcoma, the median TTP ranged from 7 to 20
months, [12,38,39] MST from 19 to 64 months, [12–14,38–41] 3-year OS
from 31% to 71%, [12–14,39,40,42,43] and 3-year DFS from 17% to
26%. [39,42] These results are comparable to our results. Despite
the fact that the local pulmonary control was improved, the
median TTP and DFS in our study were comparable but not
better than the best reported in the literature. This emphasizes
that there is also a need for improved systemic control as metastatic disease is not only a regional but also a systemic disease.
In this trial, the history of previous metastatic disease
in the liver or intra-abdominal metastases from a CRC did not
influence both OS and DFS after ILuP. This is confirmed in
other studies. [44–46]
Although there was an extensive preoperative radiographic workup with conventional or high-resolution chest
CT scan for every patient, the number of PM was underestimated in 21% ( _n_ = 13) of the procedures. This is supported by
other reports, showing that even in 26% to 36% of the cases,
the number of preoperative identified PM on conventional or
high-resolution chest CT scan was lower than the number of
PM found during the operation and found on pathological
investigation. [47,48] These data, together with our results, suggests the need of manual palpation of the lung during lung
metastasectomy to identify all PM.
Given the zero mortality, the low morbidity, and suggested improved local pulmonary control, an extension trial
is now running to include another 50 patients for further confirmation of these positive findings. For this extension trial,
four centers are participating in Belgium and the Netherlands.
After completion, other chemotherapeutic drugs will be evaluated in the setting of ILuP to determine their efficacy compared with melphalan in patients with metastases from CRC
and sarcoma tumors.
Because ILuP can only be performed once in every
lung, other less invasive techniques are under investigation.

The aim of these techniques is to be able to give multiple sessions of chemotherapy very selective to the lung to further
enhance local pulmonary control. One of these techniques
is selective pulmonary artery perfusion (SPAP). [49] With this
technique, a balloon catheter is introduced into the femoral
vein and brought up into the pulmonary artery, and a chemotherapeutic agent can be injected. To enhance the uptake, a
balloon is insufflated (blood flow occlusion) which allows the
chemotherapeutic agent to diffuse into the lung. [50] SPAP with
melphalan is compared with ILuP with melphalan in a rodent
model, showing similar results in lung tissue levels of melphalan and local control and OS. [20] Until now, no clinical studies
using SPAP with blood flow occlusion are reported.
This study also has some limitations. There was not
always control of the preoperative treatment patients received
and the waiting period between the development of PM and
the metastasectomy. Twenty patients received a wide variety
of different chemotherapeutic treatments before they were
included in our study. This was due to the fact that some
patients were referred from peripheral centers. These different
treatments could have had a negative impact on lung function,
diffusion capacity, and physical status preoperatively.

",ExtraHepaticMetastases
4760,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,29,"
In conclusion, this is the first report of a phase II clinical trial of ILuP used in combination with metastasectomy
for patients with resectable PM from CRC and sarcoma. The
results show an improved local pulmonary control without
mortality and with the same morbidity as compared with
previous literature on metastasectomy without ILuP. This is
another incentive for the use of ILuP with metastasectomy in
the treatment of patients with resectable PM. However, this
needs to be confirmed in randomized trial comparing routine
thoracotomy and metastasectomy with or without ILuP.

",ExtraHepaticMetastases
4761,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,den Hengst,30,"
_Funding for this research was partly provided by_
_Emmanuel van der Schueren Foundation (Vlaamse Liga tegen_
_Kanker). We acknowledge the contribution of Jan Van den_
_Brande, MD; Manon T. Huizing, MD, PhD; Sevilay Altintas,_
_MD; E. de Bruijn, PhD; Patrick R. Lauwers, MD; Liz N._
_Van der Velden; Elisabeth W. Duininck; Mirjam Nauta; and_
_Marleen Peterse-Van Schip in performing this study._

",ExtraHepaticMetastases
4762,Stereotactic body radiotherapy for oligometastases,Tree,1,"
_Alison C Tree, Vincent S Khoo, Rosalind A Eeles, Merina Ahmed, David P Dearnaley, Maria A Hawkins, Robert A Huddart, Christopher M Nutting,_
_Peter J Ostler, Nicholas J van As_

",ExtraHepaticMetastases
4763,Stereotactic body radiotherapy for oligometastases,Tree,2,The management of metastatic solid tumours has historically focused on systemic treatment given with palliative,ExtraHepaticMetastases
4764,Stereotactic body radiotherapy for oligometastases,Tree,3,"intent. However, radical surgical treatment of oligometastases is now common practice in some settings. The",ExtraHepaticMetastases
4765,Stereotactic body radiotherapy for oligometastases,Tree,4,"development of stereotactic body radiotherapy (SBRT), building on improvements in delivery achieved by intensity-",ExtraHepaticMetastases
4766,Stereotactic body radiotherapy for oligometastases,Tree,5,"modulated and image-guided radiotherapy, now allows delivery of ablative doses of radiation to extracranial sites.",ExtraHepaticMetastases
4767,Stereotactic body radiotherapy for oligometastases,Tree,6,"Many non-randomised studies have shown that SBRT for oligometastases is safe and eff ective, with local control rates",ExtraHepaticMetastases
4768,Stereotactic body radiotherapy for oligometastases,Tree,7,"of about 80%. Importantly, these studies also suggest that the natural history of the disease is changing, with 2–5 year",ExtraHepaticMetastases
4769,Stereotactic body radiotherapy for oligometastases,Tree,8,progression-free survival of about 20%. Although complete cure might be possible in a few patients with,ExtraHepaticMetastases
4770,Stereotactic body radiotherapy for oligometastases,Tree,9,"oligometastases, the aim of SBRT in this setting is to achieve local control and delay progression, and thereby also",ExtraHepaticMetastases
4771,Stereotactic body radiotherapy for oligometastases,Tree,10,postpone the need for further treatment. We review published work showing that SBRT off ers durable local control,ExtraHepaticMetastases
4772,Stereotactic body radiotherapy for oligometastases,Tree,11,"and the potential for progression-free survival in non-liver, non-lung oligometastatic disease at a range of sites.",ExtraHepaticMetastases
4773,Stereotactic body radiotherapy for oligometastases,Tree,12,"However, to test whether SBRT really does improve progression-free survival, randomised trials will be essential.",ExtraHepaticMetastases
4774,Stereotactic body radiotherapy for oligometastases,Tree,13,"
Knowledge of cancer biology and behaviour is advancing
constantly, and several theories about cancer progression
have been proposed. In 1907, Halsted suggested that
breast cancer always spreads via the locoregional
lymphatic vessels in a stepwise way. Thus, as described
in his surgical series, the disease can sometimes be
cured if diagnosed at an early stage. [1] Towards the end of
the 20th century, an opposing theory gained acceptance.
This theory, which was also described initially in breast
cancer, proposed that cancer is a systemic disease that,
if it will ever metastasise, will already have done so early
in the disease course, and that local therapies are
therefore less important than the tumour microenvironment or systemic therapies. [2] A third theory, the
spectrum hypothesis, suggests that cancers range
between disease that remains local throughout its
course and disease that is already systemic at the time of
diagnosis. [3,4] None of these theories has been tested
directly in a randomised trial, but they have all aff ected
oncology practice.
None of these paradigms describes the progression of
cancer at a biological level. [5] Until recently, cancer was
thought to be driven by somatically acquired point
mutations and chromosomal rearrangements, conventionally believed to accumulate gradually over a long
period (ie, many years).
Some cancer characteristics seem to be specifi c to a
metastatic phenotype, such as altered cell adhesion,
intravasation, and survival in the circulation. [6] However,
some primary tumour cells have inadequate capability in
one or more of the biological requirements for metastasis; tumour dormancy could be one such example.
Metastases arise through clonal expansion, as shown by
high-resolution, genome-wide single-nucleotide polymorphism and copy number analyses [7] and nextgeneration sequencing; [8] clones with selective advantage
give rise to metastases. If these clones are destroyed
before this process occurred (eg, with stereotactic body

radiotherapy [SBRT]), the subsequent metastatic load
could theoretically be reduced.
With the development of next-generation tumour
sequencing, evidence is emerging that key driver
mutations trigger catastrophic molecular changes that
cause cancer. Stephens and colleagues [9] described a process
that they call chromothripsis, in which up to hundreds of
genomic rearrangements occur in an isolated cellular
event. Genetic rearrangements oscillate across aff ected
regions and switch between two copy number states. The
hallmarks of this process are highly improbable if
rearrangements accumulate randomly over time; thus,
these rearrangements probably occur during one cellular
crisis. Chromothripsis occurs in at least 2–3% of all
cancers of many histological types. This process has
important implications for the way in which cancers
develop. Furthermore, if a few metastases (oligometastases)
occurred fi rst and others then seeded from the original
metastases when those became genetically unstable, the
process of oligometastases seeding further extensive
widespread metastatic disease would have a molecular
basis. This hypothesis is being tested by the International
Cancer Genome Consortium at the molecular level by
sequencing of primary and metastatic tumours.
Hellman and Weichselbaum [5] fi rst proposed the idea of
an oligometastatic state in 1995. They suggested that for
many cancers a few metastases exist at fi rst, before the
malignant cells acquire widespread metastatic potential.
The role of radiotherapy in the management of metastatic
disease has been mainly limited to palliation, but we now
have an opportunity to challenge this idea. Theoretically,
if radical intervention (defi ned here as hypofractionated
radiotherapy) could be delivered during an oligometastatic
phase, the intervention could change disease progression
in patients who would otherwise have been treated
palliatively in most settings.
Surgical removal of metastases has good outcomes in
various settings, including liver and lung metastases. [10–12]
Although surgical resection has proved this theory in
some situations, now that improved imaging, better

# ",ExtraHepaticMetastases
4775,Stereotactic body radiotherapy for oligometastases,Tree,14," (P J Ostler FRCR)

Correspondence to:
Dr Alison C Tree, Royal Marsden
NHS Foundation Trust, London
SW3 6JJ, UK
",ExtraHepaticMetastases
4776,Stereotactic body radiotherapy for oligometastases,Tree,15,"
(A) Radiotherapy plan for a patient with an isolated nodal metastasis from a previously treated prostate cancer,
which received 30 Gy in three fractions. (B) Treatment of a vertebral metastasis from a previously treated prostate
cancer, which received 27 Gy in three fractions. In both images, the orange line indicates the region that was
administered the prescription dose.

methods of planning treatment, and stereotactic
radiotherapy delivery are available, good outcomes can
be achieved without the risk and morbidity associated
with surgery. Since stereotactic radiotherapy is associated
with low toxicity rates, the quality-of-life benefi t is
probably greater.
Two major diffi culties have complicated assessment of
the benefi t of radical treatment of oligometastases. First,
in the past, delivery of truly ablative doses of radiation
has been limited by the risk to normal tissue, and the
need for extended fractionation. However, new
technologies for delivery of SBRT (fi gure 1) now allow
delivery of radical ablative doses of radiation. Second, the
identifi cation of patients with truly oligometastatic
disease is inherently diffi cult. Most published surgical
oligometastatic series describe patients managed in an
era before modern imaging techniques such as PET-CT
became widely available. Thus, many patients were
probably understaged, potentially leading to underestimation of the eff ect of aggressive management on
truly oligometastatic disease, since some of those

patients treated aggressively would have had more
extensive disease than was visible on CT or MRI.
Improved imaging will enable better selection of patients.
Various groups have identifi ed three distinct cohorts of
patients with oligometastases: [5,13,14] those who present with
oligometastatic disease, those with induced oligometastatic disease after cytoreductive therapy, and those
with relapsed oligometastatic disease after curative
locoregional therapy. These diff erent groups probably
have diff erent prognoses, so therapeutic approaches
might diff er.
Factors that favour a truly oligometastatic state include
a long latent interval between the treatment of the
primary tumour and the appearance of metastases, and a
high ratio of the metastasis growth rate to that of the
primary tumour. Withers and Lee [15] summarise this idea
as “The more micrometastatic doubling times elapsing
between removal of the primary and the clinical detection
of the 'leader' metastasis, the higher the probability of
an oligometastatic distribution.” Similarly, if several
metastases develop soon after treatment of the primary
tumour, they are unlikely to indicate oligo metastatic
disease, unless they grow very rapidly.
We, and others, hypothesise that a subset of patients
might have oligometastatic disease and that high-dose,
radical treatment could change their prognosis. [5,16,17] If this
hypothesis is correct, it would challenge the dogma that
most patients with oligometastatic disease should be
treated only with palliative intent.

",ExtraHepaticMetastases
4777,Stereotactic body radiotherapy for oligometastases,Tree,16,"
Surgery for the management of oligometastatic disease
is now standard practice in several settings, with the
aim of improving local control and overall survival. [12,18–21]
In the management of liver metastases from colorectal
cancer, liver resection produced 5-year survival of
38–55%; [11,18,19,22] however, this treatment has never been
tested in a randomised trial because randomisation of
patients to a conservative treatment option in this
setting would not be deemed ethical. In patients with
soft-tissue sarcoma, resection of pulmonary metastases
gave long-term (90-month) survival of 35% and, at
median follow-up of 37 months, 13 of the 77 patients in
this series were alive with no evidence of disease. [23] In
various other tumours, resection of solitary lung
metastases has led to long-term survival, [17,21,24–27] which
supports the notion that meta stasectomy enables good
long-term disease control.

",ExtraHepaticMetastases
4778,Stereotactic body radiotherapy for oligometastases,Tree,17,"
The American Society of Radiation Oncology defi nes
SBRT as external beam radiotherapy used to deliver a
high dose of radiation very precisely to an extracranial
target within the body, as a single dose or a small number
of fractions. [28] In addition to increasing the accuracy of
treatment delivery, thus reducing the amount of normal
tissue irradiated, the high radiation dose per treatment

",ExtraHepaticMetastases
4779,Stereotactic body radiotherapy for oligometastases,Tree,18,"

(fraction) can potentially ablate all tissue in the treated
area. [28–31]
Published studies of SBRT for metastatic disease can be
divided into three types: fi rst, studies in which various
types of primary tumour or a range of metastatic locations
are treated; second, those in which a single metastatic site
is treated, such as the lungs or liver; and third, those in
which investigators focus on one histological type.
Clearly, both primary histology and metastatic site are
important determinants of outcome, and the case mix in
all these studies should be analysed closely. Some
histological types are probably more amenable to radical
treatment of oligometastases than others. [32]

",ExtraHepaticMetastases
4780,Stereotactic body radiotherapy for oligometastases,Tree,19,"
Emerging evidence suggests that liver and lung
metastases can be treated locally with low toxicity and
excellent out comes, which supports the hypothesis that
radical treat ment of oligometastatic disease can improve
outcomes.
Lo, Høyer, Schefter, and colleagues [33–35] have summarised data supporting local ablative therapies in lung
and liver metastases, although some series included
patients with stable metastatic disease outside the treated
area. Control rates for lung and liver metastases are
generally high (mostly about 70–90% for 2-year local
control), although many diff erent doses and fractionation
regimens have been used. [33] Several studies have been
published within the past 2 years, showing treated

metastasis control rates of around 80% for liver and lung
metastases. [36–39] Toxicity rates seem low, with less than 5%
severe (grade 3) toxicity, [33,36,37,39,40] and will probably be
reduced further with increasing knowledge, standard
dose recommendations, and organ-at-risk constraints. [41,42]
The abundance of published studies on this topic, and
the excellent outcomes reported, mean that the
framework for patients with liver and lung metastases is
already changing, with more radical treatment, such as
SBRT, becoming more common.

",ExtraHepaticMetastases
4781,Stereotactic body radiotherapy for oligometastases,Tree,20,"
Tables 1 and 2 show an overview of published case series,
and phase 2 and 3 trials with a median follow-up of
12 months in patients with oligometastases. Although
the studies reviewed are heterogeneous in terms of site,
primary histology, and dose, control rates for treated
metastases are mostly around 80%.
In both tables 1 and 2, some series included patients
with metastatic disease outside the irradiated area.
Although these patients did not meet the criteria for
oligometastatic disease, the data for treated metastasis
control and toxicity in these settings are nonetheless
informative.
The largest series of mixed oligometastatic disease is
that of Milano and colleagues. [53] The investigators
recruited 121 patients with fi ve or fewer metastases and











www.thelancet.com/oncology ",ExtraHepaticMetastases
4782,Stereotactic body radiotherapy for oligometastases,Tree,21,"














gave them a median dose of 50 Gy in 5-Gy fractions over
2 weeks, [53] although the target volume was covered only by
the 80% isodose and thus the actual dose to some parts of
the tumour would be less than 50 Gy. These doses are at
the lower end of the dose range presently used for
stereotactic radiotherapy. Most patients had lung, liver, or
lymph-node metastases. The only grade 3 toxic eff ect was
a non-malignant pleural and pericardial eff usion, and no
higher-grade adverse eff ects occurred. The 2-year and
4-year treated metastasis control rates were 77% and
74%. [54] The investigators found that the net gross tumour
volume correlated with overall survival and local control.
Salama and colleagues [55] did a dose-escalation trial in
61 patients with 113 metastases. The fi rst patients were
given 24 Gy in three fractions, increased sequentially to
48 Gy in three fractions. For those who received 24 Gy in
three fractions, control of the treated metastases was
poor at 45 - 7%, whereas in the four patients given 48 Gy in
three fractions, 100% control was achieved. Two patients
experienced acute grade 3 toxic eff ects (vomiting in one
patient and fatigue in the other). Six patients experienced
late grade 3 toxic eff ects, including gastro intestinal

bleeding, neuritis, and pneumonitis, although causality
from treatment was not conclusive in all cases.
Inoue and colleagues [57] studied a mixed cohort of
patients treated with various radical (ie, lesion-ablative)
strategies, including surgery, SBRT, and stereotactic
cranial treatment. 44 patients with 60 metastases were
treated with radical intent. The investigators noted good
treated metastasis control at 3 years (80%). They
identifi ed the interval from primary tumour to recurrence
as an important prognostic factor, with 5-year survival of
10% for patients with an interval to recurrence of less
than 12 months, compared with 40% if that interval was
longer than 12 months. Adverse eff ects were limited to
three instances of grade 2 brain necrosis and one case of
grade 2 intercostal neuralgia.
In general, the toxicity of SBRT is moderate. With the
exception of the study by Hoyer and colleagues [61] (see
table 2), the proportion of patients with grade 3 acute or
late adverse eff ects is less than 10%, and in many studies
no grade 3 eff ects were recorded. [44,48,50]
Most in-fi eld recurrences occur within the fi rst 2 years
after SBRT. The update of Milano and colleagues’ case

",ExtraHepaticMetastases
4783,Stereotactic body radiotherapy for oligometastases,Tree,22,"

series [32] indicated that the 2-year and 6-year in-fi eld control
rates were very similar, and were identical for patients
with primary breast tumours. For abdominal lymph-node
oligometastases, no further in-fi eld failures occurred after
the fi rst year of follow-up. [43] Any further relapses after this
point are more likely to occur at other metastatic sites. In
the series of patients with lung metastases analysed by
Okunieff and colleagues, [66] all in-fi eld failures occurred
within the fi rst 15 months. By contrast, in Kang and
colleagues’ study of mixed oligometastatic sites from
colorectal cancer, [56] in-fi eld control decreased from 66% to
24% between 3 and 5 years of follow-up.
Table 3 show selected series of published work
supporting the use of SBRT to treat spinal metastases
that has recently been reviewed. [73] Doses varied, but in
most studies were delivered in between one and fi ve
fractions, often 16–20 Gy in one fraction, [70,74,75] or 27 Gy in
three fractions, [75] and the reported in-fi eld control rate
was 84–100%. Almost all data are from single-institution
series. Although not frequently referred to in the
aforementioned studies, concern remains about the rate
of vertebral fracture after SBRT, which can be as high as
20%, with the amount of risk related to the patient’s age,
pre-existing fracture, and local pain. [76] A large recent
series published in 2012 has reported the risk of vertebral
compression fracture was 11%, with median follow-up of
7 - 4 months and a median time to fracture of 3 months. [77]
Myelopathy is a rare but greatly feared complication of
spinal SBRT. In the largest series of 1075 patients,
retrospective review of case records identifi ed six patients
(0 - 6%) who had developed myelopathy, with a median
time to onset of 6 - 3 months. [74]
Muacevic and colleagues [67 ] reported a series of 64 bony
metastases in 40 patients with prostate cancer, many of
which were spinal, but metastases in the skull, pelvis,

and hip also occurred. All patients were staged by choline
PET-CT to exclude other disease (only one to two treatable
lesions allowed) and were given a median single dose of
20 Gy. Patients were followed up with regular MRI and
choline PET-CT. The in-fi eld control rate at 24 months
was 95 - 5%. Median overall survival had not been reached
at the time of writing (median follow-up 14 months).
A trial (RTOG 0631) by the Radiation Therapy Oncology
Group is comparing SBRT with conventional radiotherapy; patients are randomly assigned 16–18 Gy singlefraction SBRT versus 8 Gy in a single fraction. The
primary endpoint of this study is pain control which
emphasises the importance of symptom control in these
patients.

",ExtraHepaticMetastases
4784,Stereotactic body radiotherapy for oligometastases,Tree,23,"
Despite the heterogeneous nature of the studies listed
above, the methods used to categorise oligometastatic
disease, and the inherent diffi culties of non-randomised
studies, the fi ndings indicate that a substantial
proportion of patients, generally around 20%, remain
disease-free 2–4 years after SBRT (fi gure 2). In the series
reported by Inoue and colleagues, [57] a mixture of surgery
and radiotherapy was used, and progression-free survival
seemed to plateau at about 20% at 5 years, although the
median follow-up was only 20 months. That study
included a large number of patients with brain
metastases, which might be associated with lower
progression-free survival than in a population who had
extracranial metastases. In a cohort of patients with
prostate cancer and nodal relapse alone on carbon-11labelled choline PET-CT scan, the 3-year disease-free
survival after SBRT was only 17%, [44] but the treated
metastasis control rate was 90%. Khan and colleagues [78 ]








www.thelancet.com/oncology ",ExtraHepaticMetastases
4785,Stereotactic body radiotherapy for oligometastases,Tree,24,"
Dotted line represents mean proportion of patients who were disease free at the reported timepoint, weighted for
number of patients in each cohort. Error bars represent 95% confi dence intervals.

described a retrospective cohort of 23 patients with
oligometastatic disease from non-small-cell lung cancer.
They received chemotherapy and local therapy, in the
form of surgery, radioablation, or both. At median followup of 28 months for surviving patients, 30% were alive
with no evidence of disease.
In a study in which the patterns of failure after SBRT to
treat oligometastases in one organ were assessed, 73% of
patients eventually developed new metastases, at median
follow-up of 45 months for surviving patients. [79] More
than 80% of new metastases occurred in the index organ.
However, in that series, 27% of patients did not develop
distant metastases during follow-up, and all patients
without progression had been treated for metastases to
just one organ. Overall, for those treated with SBRT in
Salama and colleagues’ series, [55] 50% had either no
metastatic progression or very little progression in terms
of number and site of metastases. This group could be
suitable for further radical intervention to the new
metastatic sites, such as resection or further SBRT. Data
from the International Registry of Lung Metastases
suggest that patients undergoing repeated removal of
metastases have similar survival to those who need only
one procedure. [12]
These fi ndings support the idea of an oligometastatic
state in which aggressive local therapy could improve
cause-specifi c survival. The study by Kang and
colleagues [56] shows progression-free survival of 25% at
3 years and 19% at 5 years. Whether patients in this
cohort without disease 5 years from SBRT relapse at a
later date or whether some of them can be truly cured
will be interesting to discover.

",ExtraHepaticMetastases
